10,4,0,51,335295.2,5614.021,4562.464,1,2448
10,4,0,51,335295.2,5614.021,8748.005,1,2448
10,4,0,51,335295.2,5614.021,34496.23,1,2448
13,1,0,37,274644.7,392981.5,3156145,0,0
13,1,0,37,274644.7,392981.5,5078125,0,0
13,1,0,37,274644.7,392981.5,1.64e+07,0,0
13,5,0,43,91514.16,701752.7,297681.6,1,9300
13,5,0,43,91514.16,701752.7,1261650,1,9300
13,5,0,43,91514.16,701752.7,1841704,1,9300
13,5,0,59,94981.38,392981.5,154978.7,1,13812
13,5,0,59,94981.38,392981.5,304251.6,1,13812
13,5,0,59,94981.38,392981.5,662957.1,1,13812
13,6,0,54,109102.9,30877.12,17918.96,1,1836
13,6,0,54,109102.9,30877.12,36210.95,1,1836
13,6,0,54,109102.9,30877.12,323811.5,1,1836
14,1,0,35,148925.4,505261.9,312631.2,1,22020
14,1,0,35,148925.4,505261.9,1023860,1,22020
14,1,0,35,148925.4,505261.9,1582881,1,22020
14,5,0,75,21743.11,1459646,907328.4,0,0
14,5,0,75,21743.11,1459646,1867313,0,0
14,5,0,75,21743.11,1459646,2.93e+07,0,0
14,7,0,76,115030.2,392981.5,1264459,0,0
14,7,0,76,115030.2,392981.5,1386064,0,0
14,7,0,76,115030.2,392981.5,2828384,0,0
15,6,0,53,149910.1,505261.9,453760.5,1,18960
15,6,0,53,149910.1,505261.9,504754.4,1,18960
15,6,0,53,149910.1,505261.9,2653600,1,18960
15,7,0,91,15677.72,701752.7,337721.1,0,0
15,7,0,91,15677.72,701752.7,375522.6,0,0
15,7,0,91,15677.72,701752.7,2565127,0,0
16,3,0,33,64084.05,182455.7,14829.76,1,4896
16,3,0,33,64084.05,182455.7,47786.2,1,4896
16,3,0,33,64084.05,182455.7,251733.8,1,4896
17,5,0,56,34330.86,252631,74208,1,19572
17,5,0,56,34330.86,252631,145296.4,1,19572
17,5,0,56,34330.86,252631,436821.5,1,19572
18,3,0,53,29982.24,252631,205769.8,0,0
18,3,0,53,29982.24,252631,461388.6,0,0
18,3,0,53,29982.24,252631,2249147,0,0
19,3,0,51,32041.47,505261.9,211868.6,1,47700
19,3,0,51,32041.47,505261.9,239410.2,1,47700
19,3,0,51,32041.47,505261.9,351534.6,1,47700
19,4,0,53,10985.52,106666.4,10930.48,0,0
19,4,0,53,10985.52,106666.4,92318.55,0,0
19,4,0,53,10985.52,106666.4,122676.9,0,0
19,5,0,58,81248.37,982453.8,2109709,0,0
19,5,0,58,81248.37,982453.8,3031740,0,0
19,5,0,58,81248.37,982453.8,1.71e+07,0,0
19,5,0,69,186529.2,1459646,1.30e+07,0,0
19,5,0,69,186529.2,1459646,1.48e+07,0,0
19,5,0,69,186529.2,1459646,3.12e+07,0,0
19,6,0,59,88229.96,1459646,6201511,1,4404
19,6,0,59,88229.96,1459646,6258364,1,4404
19,6,0,59,88229.96,1459646,7412688,1,4404
20,1,0,26,68660.61,505261.9,715027.8,0,0
20,1,0,26,68660.61,505261.9,861056.5,0,0
20,1,0,26,68660.61,505261.9,1523079,0,0
20,2,0,27,131623,982453.8,1904958,0,0
20,2,0,27,131623,982453.8,2153189,0,0
20,2,0,27,131623,982453.8,2232919,0,0
20,3,0,57,106425,701752.7,580111.8,1,42804
20,3,0,57,106425,701752.7,677889.5,1,42804
20,3,0,57,106425,701752.7,3339112,1,42804
20,4,0,49,27464.92,505261.9,193438,0,0
20,4,0,49,27464.92,505261.9,199053,0,0
20,4,0,49,27464.92,505261.9,743005.2,0,0
20,5,0,50,37077.24,1459646,864815,0,0
20,5,0,50,37077.24,1459646,2665518,0,0
20,5,0,50,37077.24,1459646,2878404,0,0
20,5,0,45,86306.6,701752.7,365359.7,1,22020
20,5,0,45,86306.6,701752.7,1432221,1,22020
20,5,0,45,86306.6,701752.7,1860216,1,22020
20,7,0,62,42340.95,1459646,1818053,0,0
20,7,0,62,42340.95,1459646,3398906,0,0
20,7,0,62,42340.95,1459646,4609961,0,0
20,7,0,81,44057.72,701752.7,1353809,0,0
20,7,0,81,44057.72,701752.7,1679874,0,0
20,7,0,81,44057.72,701752.7,4216201,0,0
21,3,0,41,61829.46,392981.5,49698.08,1,15900
21,3,0,41,61829.46,392981.5,395989.5,1,15900
